meta_review,paper,Intervention,Age,Outcome,followup_rank,Raters,Class,measure,value,CI_95,CI_lower,CI_upper,p_value,PI_95,n_studies,total_n,egger_p,ESB_p,indirectness,report,rob,es,ci_lo,ci_up,Factor
1318,Gillies (2023),Polyunsaturated fatty acids,Children/Adolescents (6-17yo),Social-communication skills,Follow-up (~26wk),N/A,Very low,G,-0.095,"[-0.409, 0.219]",-0.409,0.219,5.52e-01,"[-2.13, 1.939]",2,145,NaN,6.39e-01,no,64.568526389048,64.568526389048,-0.095,-0.409,0.219,Gillies (2023)_Polyunsaturated fatty acids_Social-communication skills_Mixed_At follow-up (closest to 26 weeks)
575,Catala-Lopez (2017),Polyunsaturated fatty acids,Children/Adolescents (6-17yo),Tolerability,Endpoint (~12wk),,Very low,RR,0.891,"[0.311, 2.553]",0.311,2.553,8.29e-01,"[0.156, 5.072]",7,584,1.46e-01,6.97e-01,no,39.0526951337376,39.0526951337376,-0.115410851511328,-1.1679623668029,0.937269138259347,Catala-Lopez (2017)_Polyunsaturated fatty acids_Tolerability (discontinuation due to adverse events)_NA_At study endpoint (closest to 12 weeks)
1318,Gillies (2023),Polyunsaturated fatty acids,Children/Adolescents (6-17yo),Core ADHD symptoms [Teacher-rated],Follow-up (~26wk),Teacher-rated,Low,G,-0.061,"[-0.242, 0.12]",-0.242,0.12,5.11e-01,"[-0.32, 0.199]",6,498,5.90e-01,9.46e-02,no,76.1271942755267,76.1271942755267,-0.061,-0.242,0.12,Gillies (2023)_Polyunsaturated fatty acids_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Teacher-rated_At follow-up (closest to 26 weeks)
1318,Gillies (2023),Polyunsaturated fatty acids,Children/Adolescents (6-17yo),Acceptability,Endpoint (~12wk),,Very low,RR,0.898,"[0.659, 1.225]",0.659,1.225,4.97e-01,"[0.618, 1.306]",8,603,8.71e-01,7.20e-01,no,50.5297731071172,50.5297731071172,-0.107585210679937,-0.41703174447963,0.20294084399669,Gillies (2023)_Polyunsaturated fatty acids_Acceptability: all-cause discontinuation_NA_At study endpoint (closest to 12 weeks)
1459,Handel (2021),Polyunsaturated fatty acids,Children/Adolescents (6-17yo),Quality of life,Follow-up (~26wk),N/A,Very low,G,-0.014,"[-0.31, 0.281]",-0.31,0.281,9.24e-01,"[-1.929, 1.9]",2,188,NaN,5.96e-01,no,30.7475458682863,0,-0.014,-0.31,0.281,Handel (2021)_Polyunsaturated fatty acids_Quality of life (patients)_Mixed_At follow-up (closest to 26 weeks)
1318,Gillies (2023),Polyunsaturated fatty acids,Children/Adolescents (6-17yo),AE (sleep problems),Endpoint (~12wk),,Very low,RR,3.035,"[0.292, 31.549]",0.292,31.549,3.53e-01,"[0, 7061584765.746]",2,122,NaN,7.62e-01,no,40.2735059333428,0,1.11021142451146,-1.23100147671386,3.45154189276382,Gillies (2023)_Polyunsaturated fatty acids_Specific adverse events: sleep problems_NA_At study endpoint (closest to 12 weeks)
9001,Liang (2024),Probiotics,Children/Adolescents (6-17yo),Acceptability,Endpoint (~12wk),,Low,RR,0.926,"[0.503, 1.704]",0.503,1.704,8.04e-01,"[0.283, 3.03]",4,224,5.64e-01,6.73e-01,no,100,100,-0.0768810443359576,-0.687165108882398,0.532978428407124,Liang (2024)_Probiotics_Acceptability: all-cause discontinuation_NA_At study endpoint (closest to 12 weeks)
9001,Liang (2024),Probiotics,Children/Adolescents (6-17yo),Core ADHD symptoms [Mixed],Endpoint (~12wk),Mixed,Low,G,0.351,"[-0.108, 0.81]",-0.108,0.81,1.34e-01,"[-0.997, 1.699]",5,220,4.15e-01,7.10e-01,no,100,100,0.351,-0.108,0.81,Liang (2024)_Probiotics_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Mixed_At study endpoint (closest to 12 weeks)
575,Catala-Lopez (2017),Risperidone,Children/Adolescents (6-17yo),Acceptability,Endpoint (~12wk),,Very low,RR,0.662,"[0.377, 1.163]",0.377,1.163,1.51e-01,"[0.017, 25.456]",2,193,NaN,7.38e-01,no,95.5175564439777,95.5175564439777,-0.412489723045129,-0.975510091534126,0.151002873536527,Catala-Lopez (2017)_Risperidone_Acceptability: all-cause discontinuation_NA_At study endpoint (closest to 12 weeks)
3419,Storebo (2019),Social skill training,Children/Adolescents (6-17yo),Social-communication skills,Follow-up (~26wk),N/A,Very low,G,0.122,"[-0.31, 0.554]",-0.31,0.554,5.80e-01,"[-2.678, 2.922]",2,73,NaN,6.36e-01,no,71.5672985698046,71.5672985698046,0.122,-0.31,0.554,Storebo (2019)_Social skill training_Social-communication skills_Mixed_At follow-up (closest to 26 weeks)
3419,Storebo (2019),Social skill training,Children/Adolescents (6-17yo),Social-communication skills,Endpoint (~12wk),N/A,Very low,G,0.253,"[0.022, 0.483]",0.022,0.483,3.17e-02,"[-0.074, 0.579]",5,270,2.64e-01,8.23e-01,no,92.23786817193,20.0189068026051,0.253,0.022,0.483,Storebo (2019)_Social skill training_Social-communication skills_Mixed_At study endpoint (closest to 12 weeks)
3419,Storebo (2019),Social skill training,Children/Adolescents (6-17yo),Core ADHD symptoms [Teacher-rated],Endpoint (~12wk),Teacher-rated,Very low,G,0.54,"[-0.918, 1.999]",-0.918,1.999,4.68e-01,"[-15.3, 16.381]",2,83,NaN,3.66e-01,no,100,51.8029894781456,0.54,-0.918,1.999,Storebo (2019)_Social skill training_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Teacher-rated_At study endpoint (closest to 12 weeks)
8996,Yin - children (2024),tDCS,Children/Adolescents (6-17yo),Exec. functions (tests),Endpoint (~12wk),N/A,Low,G,0.148,"[-0.044, 0.339]",-0.044,0.339,1.30e-01,"[-0.07, 0.366]",11,370,8.90e-01,3.91e-01,no,78.3341189793422,70.2590809203003,0.148,-0.044,0.339,Yin - children (2024)_tDCS (transcranial direct current stimulation)_Executive functioning (tests)_Mixed_At study endpoint (closest to 12 weeks)
8996,Yin - children (2024),tDCS,Children/Adolescents (6-17yo),Core ADHD symptoms [Mixed],Endpoint (~12wk),Mixed,Very low,G,-0.217,"[-0.786, 0.351]",-0.786,0.351,4.54e-01,"[-4.85, 4.415]",2,60,NaN,7.00e-01,no,100,100,-0.217,-0.786,0.351,Yin - children (2024)_tDCS (transcranial direct current stimulation)_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Mixed_At study endpoint (closest to 12 weeks)
8996,Yin - adults (2024),tDCS,Adults (>=18yo),Core ADHD symptoms [Mixed],Endpoint (~12wk),Mixed,Low,G,0.433,"[0.177, 0.689]",0.177,0.689,9.30e-04,"[0.07, 0.796]",5,217,5.55e-01,6.83e-01,no,100,68.6351753527595,0.433,0.177,0.689,Yin - adults (2024)_tDCS (transcranial direct current stimulation)_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Mixed_At study endpoint (closest to 12 weeks)
999,Ostinelli (2025),tDCS,Adults (>=18yo),Acceptability,Endpoint (~12wk),,Very low,RR,0.343,"[0.096, 1.217]",0.096,1.217,9.76e-02,"[0.021, 5.533]",3,103,3.15e-01,7.72e-01,no,100,100,-1.0700248318162,-2.3434070875143,0.19638881400539,Ostinelli (2025)_tDCS (transcranial direct current stimulation)_Acceptability: all-cause discontinuation_NA_At study endpoint (closest to 12 weeks)
999,Ostinelli (2025),tDCS,Adults (>=18yo),Tolerability,Endpoint (~12wk),,Very low,RR,0.346,"[0.057, 2.078]",0.057,2.078,2.46e-01,"[0, 38841.235]",2,81,NaN,7.05e-01,no,100,100,-1.06131650392441,-2.86470401114759,0.731405892677036,Ostinelli (2025)_tDCS (transcranial direct current stimulation)_Tolerability (discontinuation due to adverse events)_NA_At study endpoint (closest to 12 weeks)
8996,Yin - adults (2024),tDCS,Adults (>=18yo),Exec. functions (tests),Endpoint (~12wk),N/A,Very low,G,0.303,"[0.003, 0.603]",0.003,0.603,4.78e-02,"[-0.355, 0.961]",3,156,5.95e-01,8.00e-01,no,100,51.7043840220641,0.303,0.003,0.603,Yin - adults (2024)_tDCS (transcranial direct current stimulation)_Executive functioning (tests)_Mixed_At study endpoint (closest to 12 weeks)
999,Ostinelli (2025),TMS-rTMS,Adults (>=18yo),Acceptability,Endpoint (~12wk),,Very low,RR,0.614,"[0.301, 1.252]",0.301,1.252,1.79e-01,"[0.193, 1.952]",4,141,6.87e-01,7.45e-01,no,88.2370845645783,88.2370845645783,-0.487760350834995,-1.20064501423326,0.224742272677907,Ostinelli (2025)_TMS ([repetitive] transcranial magnetic stimulation)_Acceptability: all-cause discontinuation_NA_At study endpoint (closest to 12 weeks)
999,Ostinelli (2025),TMS-rTMS,Adults (>=18yo),Core ADHD symptoms [Self-rated],Endpoint (~12wk),Self-rated,Very low,G,0.025,"[-0.497, 0.547]",-0.497,0.547,9.26e-01,"[-1.44, 1.49]",4,118,4.19e-01,1.46e-01,no,75.8443911522927,75.8443911522927,0.025,-0.497,0.547,Ostinelli (2025)_TMS ([repetitive] transcranial magnetic stimulation)_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Self-rated_At study endpoint (closest to 12 weeks)
999,Ostinelli (2025),TMS-rTMS,Adults (>=18yo),Tolerability,Endpoint (~12wk),,Very low,RR,1.065,"[0.261, 4.347]",0.261,4.347,9.31e-01,"[0.048, 23.366]",3,115,4.70e-02,6.15e-01,no,86.6414724163879,86.6414724163879,0.0629747991613884,-1.34323487165944,1.46948595200666,Ostinelli (2025)_TMS ([repetitive] transcranial magnetic stimulation)_Tolerability (discontinuation due to adverse events)_NA_At study endpoint (closest to 12 weeks)
8997,Yu (2024),Viloxazine,Children/Adolescents (6-17yo),AE (sleep problems),Endpoint (~12wk),,Moderate,RR,0.266,"[0.155, 0.458]",0.155,0.458,1.81e-06,"[0.116, 0.613]",5,990,4.89e-02,3.73e-01,no,100,100,-1.32425897020044,-1.86433016206289,-0.780886094867952,Yu (2024)_Viloxazine_Specific adverse events: sleep problems_NA_At study endpoint (closest to 12 weeks)
8997,Yu (2024),Viloxazine,Children/Adolescents (6-17yo),Core ADHD symptoms [Mixed],Endpoint (~12wk),Mixed,Moderate,G,0.375,"[0.255, 0.495]",0.255,0.495,9.39e-10,"[0.205, 0.545]",5,990,8.96e-02,3.24e-01,no,100,100,0.375,0.255,0.495,Yu (2024)_Viloxazine_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Mixed_At study endpoint (closest to 12 weeks)
8997,Yu (2024),Viloxazine,Children/Adolescents (6-17yo),Acceptability,Endpoint (~12wk),,Low,RR,0.764,"[0.541, 1.078]",0.541,1.078,1.25e-01,"[0.357, 1.633]",5,990,3.01e-02,3.63e-01,no,100,100,-0.269187489815617,-0.614336000135656,0.0751074724868055,Yu (2024)_Viloxazine_Acceptability: all-cause discontinuation_NA_At study endpoint (closest to 12 weeks)
8997,Yu (2024),Viloxazine,Children/Adolescents (6-17yo),AE (decreased appetite),Endpoint (~12wk),,Very low,RR,0.18,"[0.055, 0.584]",0.055,0.584,4.31e-03,"[0.014, 2.389]",3,606,1.94e-02,2.17e-02,no,100,100,-1.71479842809193,-2.90042209374967,-0.53785429615391,Yu (2024)_Viloxazine_Specific adverse events: decreased appetite_NA_At study endpoint (closest to 12 weeks)
8997,Yu (2024),Viloxazine,Children/Adolescents (6-17yo),Tolerability,Endpoint (~12wk),,Very low,RR,0.43,"[0.185, 0.999]",0.185,0.999,4.98e-02,"[0.13, 1.42]",5,990,4.79e-02,8.16e-01,no,100,100,-0.843970070294529,-1.68739945390381,-0.00100050033358353,Yu (2024)_Viloxazine_Tolerability (discontinuation due to adverse events)_NA_At study endpoint (closest to 12 weeks)
1255,Gan (2019),Vitamin D,Children/Adolescents (6-17yo),Core ADHD symptoms [Mixed],Endpoint (~12wk),Mixed,Very low,G,0.42,"[-0.21, 1.05]",-0.21,1.05,1.91e-01,"[-5.9, 6.74]",2,125,NaN,4.61e-01,no,100,100,0.42,-0.21,1.05,Gan (2019)_Vitamin D_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Mixed_At study endpoint (closest to 12 weeks)
1255,Gan (2019),Vitamin D,Children/Adolescents (6-17yo),Oppositional symptoms (ODD),Endpoint (~12wk),N/A,Very low,G,0.953,"[-0.223, 2.128]",-0.223,2.128,1.12e-01,"[-11.573, 13.478]",2,89,NaN,6.45e-01,no,100,100,0.953,-0.223,2.128,Gan (2019)_Vitamin D_Oppositional Defiant Disorder symptoms_Mixed_At study endpoint (closest to 12 weeks)
575,Catala-Lopez (2017),Zinc,Children/Adolescents (6-17yo),Tolerability,Endpoint (~12wk),,Very low,RR,0.696,"[0.393, 1.233]",0.393,1.233,2.15e-01,"[0.017, 28.289]",2,456,NaN,7.13e-01,no,100,100,-0.362405618647717,-0.933945667112876,0.209450224182207,Catala-Lopez (2017)_Zinc_Tolerability (discontinuation due to adverse events)_NA_At study endpoint (closest to 12 weeks)
575,Catala-Lopez (2017),Zinc,Children/Adolescents (6-17yo),Acceptability,Endpoint (~12wk),,Very low,RR,0.964,"[0.8, 1.162]",0.8,1.162,7.00e-01,"[0.712, 1.306]",4,536,2.91e-01,6.48e-01,no,99.2629403583229,99.2629403583229,-0.0366639843715915,-0.22314355131421,0.150142658429719,Catala-Lopez (2017)_Zinc_Acceptability: all-cause discontinuation_NA_At study endpoint (closest to 12 weeks)
3490,Talebi (2021),Zinc,Children/Adolescents (6-17yo),Core ADHD symptoms [Mixed],Endpoint (~12wk),Mixed,Very low,G,0.623,"[0.066, 1.179]",0.066,1.179,2.83e-02,"[-1.192, 2.437]",6,489,2.28e-01,8.74e-01,no,51.2320964730747,34.8386453443001,0.623,0.066,1.179,Talebi (2021)_Zinc_Combined ADHD symptoms (inattentive + hyperactive/impulsive)_Mixed_At study endpoint (closest to 12 weeks)
